Tier;Category;variable;unit;Definition;piam_variable;piam_unit;piam_factor;Comment;idx;internal_comment;source
2;energy (electricity);Lifetime|Electricity|Solar|CSP;years;Lifetime of a new concentrated solar power plant. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Solar|CSP|2, ... Lifetime|Electricity|Solar|CSP|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Electricity|Solar|CSP|Lifetime;years;1;;0;;R
2;energy (electricity);Lifetime|Electricity|Solar|PV;years;Lifetime of a new PV unit. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Solar|PV|2, ... Lifetime|Electricity|Solar|PV|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Electricity|Solar|PV|Lifetime;years;1;;0;;R
2;energy (electricity);Lifetime|Electricity|Wind;years;Lifetime of a new wind power plant (report only if wind power is not separated in onshore and offshore). Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Wind|2, ... Lifetime|Electricity|Wind|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (electricity);Lifetime|Electricity|Wind|Offshore;years;Lifetime of a new offshore wind power plant. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Wind|Offshore|2, ... Lifetime|Electricity|Wind|Offshore|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Electricity|Wind|Offshore|Lifetime;years;1;;0;;R
2;energy (electricity);Lifetime|Electricity|Wind|Onshore;years;Lifetime of a new onshore wind power plant. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Wind|Onshore|2, ... Lifetime|Electricity|Wind|Onshore|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Electricity|Wind|Onshore|Lifetime;years;1;;0;;R
2;energy (supply);Lifetime|Gases|Biomass|w/ CCS;years;Lifetime of a new biomass to gas plant with CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Gases|Biomass|w/ CCS|2, ... Lifetime|Gases|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (supply);Lifetime|Gases|Biomass|w/o CCS;years;Lifetime of a new biomass to gas plant w/o CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Gases|Biomass|w/o CCS|2, ... Lifetime|Gases|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Gases|Biomass|w/o CC|Lifetime;years;1;;0;;R
2;energy (supply);Lifetime|Gases|Coal|w/ CCS;years;Lifetime of a new coal to gas plant with CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Gases|Coal|w/ CCS|2, ... Lifetime|Gases|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (supply);Lifetime|Gases|Coal|w/o CCS;years;Lifetime of a new coal to gas plant w/o CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Gases|Coal|w/o CCS|2, ... Lifetime|Gases|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Gases|Fossil|Coal|w/o CC|Lifetime;years;1;;0;;R
2;energy (hydrogen);Lifetime|Hydrogen|Biomass|w/ CCS;years;Lifetime of a new biomass to hydrogen plant with CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Biomass|w/ CCS|2, ... Lifetime|Hydrogen|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Hydrogen|Biomass|w/ CC|Lifetime;years;1;;0;;R
2;energy (hydrogen);Lifetime|Hydrogen|Biomass|w/o CCS;years;Lifetime of a new biomass to hydrogen plant w/o CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Biomass|w/o CCS|2, ... Lifetime|Hydrogen|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Hydrogen|Biomass|w/o CC|Lifetime;years;1;;0;;R
2;energy (hydrogen);Lifetime|Hydrogen|Coal|w/ CCS;years;Lifetime of a new coal to hydrogen plant with CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Coal|w/ CCS|2, ... Lifetime|Hydrogen|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Hydrogen|Coal|w/ CC|Lifetime;years;1;;0;;R
2;energy (hydrogen);Lifetime|Hydrogen|Coal|w/o CCS;years;Lifetime of a new coal to hydrogen plant w/o CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Coal|w/o CCS|2, ... Lifetime|Hydrogen|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Hydrogen|Coal|w/o CC|Lifetime;years;1;;0;;R
2;energy (hydrogen);Lifetime|Hydrogen|Electricity;years;Lifetime of a new hydrogen-by-electrolysis plant. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Electricity|w/ CCS|2, ... Lifetime|Hydrogen|Electricity|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Hydrogen|Electricity|Lifetime;years;1;;0;;R
2;energy (hydrogen);Lifetime|Hydrogen|Gas|w/ CCS;years;Lifetime of a new gas to hydrogen plant with CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Gas|w/ CCS|2, ... Lifetime|Hydrogen|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Hydrogen|Gas|w/ CC|Lifetime;years;1;;0;;R
2;energy (hydrogen);Lifetime|Hydrogen|Gas|w/o CCS;years;Lifetime of a new gas to hydrogen plant w/o CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Gas|w/o CCS|2, ... Lifetime|Hydrogen|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Hydrogen|Gas|w/o CC|Lifetime;years;1;;0;;R
2;energy (supply);Lifetime|Liquids|Biomass|w/ CCS;years;Lifetime of a new biomass to liquids plant with CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Biomass|w/ CCS|2, ... Lifetime|Liquids|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Liquids|Biomass|BioFTR|w/ CC|Lifetime;years;1;;0;;R
2;energy (supply);Lifetime|Liquids|Biomass|w/o CCS;years;Lifetime of a new biomass to liquids plant w/o CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Biomass|w/o CCS|2, ... Lifetime|Liquids|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Liquids|Biomass|BioFTR|w/o CC|Lifetime;years;1;;0;;R
2;energy (supply);Lifetime|Liquids|Coal|w/ CCS;years;Lifetime of a new coal to liquids plant with CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Coal|w/ CCS|2, ... Lifetime|Liquids|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Liquids|Fossil|Coal|w/ CC|Lifetime;years;1;;0;;R
2;energy (supply);Lifetime|Liquids|Coal|w/o CCS;years;Lifetime of a new coal to liquids plant w/o CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Coal|w/o CCS|2, ... Lifetime|Liquids|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Liquids|Fossil|Coal|w/o CC|Lifetime;years;1;;0;;R
2;energy (supply);Lifetime|Liquids|Gas|w/ CCS;years;Lifetime of a new gas to liquids plant with CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Gas|w/ CCS|2, ... Lifetime|Liquids|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (supply);Lifetime|Liquids|Gas|w/o CCS;years;Lifetime of a new gas to liquids plant w/o CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Gas|w/o CCS|2, ... Lifetime|Liquids|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (supply);Lifetime|Liquids|Oil;years;Lifetime of a new oil refining plant. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Oil|w/ CCS|2, ... Lifetime|Liquids|Oil|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Liquids|Fossil|Oil|Lifetime;years;1;;0;;R
2;energy (electricity);OM Cost|Fixed|Electricity|Biomass|w/ CCS;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new biomass power plant with CCS. If more than one CCS biomass power technology is modelled, modellers should report fixed O&M costs for each represented CCS biomass power technology by adding variables OM Cost|Fixed|Electricity|Biomass|w/ CCS|2, ... OM Cost|Fixed|Electricity|Biomass|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Electricity|Biomass|Gasification Combined Cycle w/ CC|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (electricity);OM Cost|Fixed|Electricity|Biomass|w/o CCS;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new biomass power plant w/o CCS. If more than one biomass power technology is modelled, modellers should report fixed O&M costs for each represented biomass power technology by adding variables OM Cost|Fixed|Electricity|Biomass|w/o CCS|2, ... OM Cost|Fixed|Electricity|Biomass|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Electricity|Biomass|Gasification Combined Cycle w/o CC|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (electricity);OM Cost|Fixed|Electricity|Coal|w/ CCS;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new coal power plant with CCS. If more than one CCS coal power technology is modelled (e.g. subcritical PC with post-combustion capture, supercritical PC with post-combustion capture, supercritical PC with oxyfuel combustion and capture, IGCC with pre-combustion capture), modellers should report fixed O&M costs for each represented CCS coal power technology by adding variables OM Cost|Fixed|Electricity|Coal|w/ CCS|2, ... OM Cost|Fixed|Electricity|Coal|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;US$2005/kW/yr;1.174;;0;;
2;energy (electricity);OM Cost|Fixed|Electricity|Coal|w/o CCS;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new coal power plant w/o CCS. If more than one coal power technology is modelled (e.g. subcritical PC, supercritical PC, IGCC), modellers should report fixed O&M costs for each represented coal power technology by adding variables OM Cost|Fixed|Electricity|Coal|w/o CCS|2, ... OM Cost|Fixed|Electricity|Coal|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Electricity|Coal|Pulverised Coal w/o CC|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (electricity);OM Cost|Fixed|Electricity|Gas|w/ CCS;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new gas power plant with CCS. If more than one CCS gas power technology is modelled, modellers should report fixed O&M costs for each represented CCS gas power technology by adding variables OM Cost|Fixed|Electricity|Gas|w/ CCS|2, ... OM Cost|Fixed|Electricity|Gas|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Electricity|Gas|Combined Cycle w/ CC|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (electricity);OM Cost|Fixed|Electricity|Gas|w/o CCS;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new gas power plant w/o CCS. If more than one gas power technology is modelled, modellers should report fixed O&M costs for each represented gas power technology by adding variables OM Cost|Fixed|Electricity|Gas|w/o CCS|2, ... OM Cost|Fixed|Electricity|Gas|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Electricity|Gas|Combined Cycle w/o CC|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (electricity);OM Cost|Fixed|Electricity|Hydro;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new hydropower plant. If more than one hydropower technology is modelled, modellers should report fixed O&M costs for each represented hydropower technology by adding variables OM Cost|Fixed|Electricity|Hydro|2, ... OM Cost|Fixed|Electricity|Hydro|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Electricity|Hydro|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (electricity);OM Cost|Fixed|Electricity|Nuclear;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new nuclear power plants. If more than one nuclear power plant technology is modelled (e.g., Gen II, III, IV LWR, thermal reactors with other moderator materials, fast breeders), modellers should report fixed O&M costs for each represented nuclear power technology by adding variables OM Cost|Fixed|Electricity|Nuclear|2, ... Capital|Cost|Electricity|Nuclear|N (with N = number of represented nuclear power technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Electricity|Nuclear|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (electricity);OM Cost|Fixed|Electricity|Geothermal;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new geothermal power plants. If more than one geothermal power plant technology is modelled (e.g., hydrothermal, hard dry rock), modellers should report fixed O&M costs for each represented geothermal power technology by adding variables OM Cost|Fixed|Electricity|Geothermal|2, ... Capital|Cost|Electricity|Geothermal|N (with N = number of represented geothermal power technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Electricity|Geothermal|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (electricity);OM Cost|Fixed|Electricity|Solar|CSP;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new concentrated solar power plant. If more than one CSP technology is modelled (e.g., parabolic trough, solar power tower), modellers should report fixed O&M costs for each represented CSP technology by adding variables OM Cost|Fixed|Electricity|Solar|CSP|2, ... Capital|Cost|Electricity|Solar|CSP|N (with N = number of represented CSP technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Electricity|Solar|CSP|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (electricity);OM Cost|Fixed|Electricity|Solar|PV;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new solar PV units. If more than one PV technology is modelled (e.g., centralized PV plant, distributed (rooftop) PV, crystalline SI PV, thin-film PV), modellers should report fixed O&M costs for each represented PV technology by adding variables OM Cost|Fixed|Electricity|Solar|PV|2, ... Capital|Cost|Electricity|Solar|PV|N (with N = number of represented PV technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Electricity|Solar|PV|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (electricity);OM Cost|Fixed|Electricity|Wind;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new wind power plants. This variable should only be filled, if wind power is not separated into onshore and offshore. If more than one wind power technology is modelled (e.g., wind power units with different hub height and capacity), modellers should report fixed O&M costs for each represented wind power technology by adding variables OM Cost|Fixed|Electricity|Wind|2, ... Capital|Cost|Electricity|Wind|N (with N = number of represented wind power technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (electricity);OM Cost|Fixed|Electricity|Wind|Offshore;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new offshore wind power plants. This variable should only be filled, if wind power is separated into onshore and offshore. If more than one offshore wind power technology is modelled (e.g., wind power units with different hub height and capacity), modellers should report fixed O&M costs for each represented wind power technology by adding variables OM Cost|Fixed|Electricity|Wind|Offshore|2, ... Capital|Cost|Electricity|Wind|Offshore|N (with N = number of represented offshore wind power technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Electricity|Wind|Offshore|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (electricity);OM Cost|Fixed|Electricity|Wind|Onshore;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new onshore wind power plants. This variable should only be filled, if wind power is separated into onshore and offshore. If more than one onshore wind power technology is modelled (e.g., wind power units with different hub height and capacity), modellers should report fixed O&M costs for each represented wind power technology by adding variables OM Cost|Fixed|Electricity|Wind|Onshore|2, ... Capital|Cost|Electricity|Wind|Onshore|N (with N = number of represented onshore wind power technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Electricity|Wind|Onshore|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (supply);OM Cost|Fixed|Gases|Biomass|w/ CCS;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new biomass to gas plant with CCS. If more than one CCS biomass to gas technology is modelled, modellers should report fixed O&M costs for each represented CCS biomass to gas technology by adding variables OM Cost|Fixed|Gases|Biomass|w/ CCS|2, ... OM Cost|Fixed|Gases|Biomass|w/ CCS|N (with N = number of represented technologies). (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (supply);OM Cost|Fixed|Gases|Biomass|w/o CCS;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new biomass to gas plant w/o CCS. If more than one biomass to gas technology is modelled, modellers should report fixed O&M costs for each represented biomass to gas technology by adding variables OM Cost|Fixed|Gases|Biomass|w/o CCS|2, ... OM Cost|Fixed|Gases|Biomass|w/o CCS|N (with N = number of represented technologies). (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Gases|Biomass|w/o CC|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (supply);OM Cost|Fixed|Gases|Coal|w/ CCS;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new coal to gas plant with CCS. If more than one CCS coal to gas technology is modelled, modellers should report fixed O&M costs for each represented CCS coal to gas technology by adding variables OM Cost|Fixed|Gases|Coal|w/ CCS|2, ... OM Cost|Fixed|Gases|Coal|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (supply);OM Cost|Fixed|Gases|Coal|w/o CCS;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new coal to gas plant w/o CCS. If more than one coal to gas technology is modelled, modellers should report fixed O&M costs for each represented coal to gas technology by adding variables OM Cost|Fixed|Gases|Coal|w/o CCS|2, ... OM Cost|Fixed|Gases|Coal|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Gases|Fossil|Coal|w/o CC|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (supply);OM Cost|Fixed|Gases|Hydrogen;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new hydrogen to synthetic gases plant. If more than one coal to gas technology is modelled, modellers should report fixed O&M costs for each represented coal to gas technology by adding variables OM Cost|Fixed|Gases|Coal|w/o CCS|2, ... OM Cost|Fixed|Gases|Coal|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;;;0;;
2;energy (hydrogen);OM Cost|Fixed|Hydrogen|Biomass|w/ CCS;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new biomass to hydrogen plant with CCS. If more than one CCS biomass to hydrogen technology is modelled, modellers should report fixed O&M costs for each represented CCS biomass to hydrogen technology by adding variables OM Cost|Fixed|Hydrogen|Biomass|w/ CCS|2, ... OM Cost|Fixed|Hydrogen|Biomass|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Hydrogen|Biomass|w/ CC|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (hydrogen);OM Cost|Fixed|Hydrogen|Biomass|w/o CCS;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new biomass to hydrogen plant w/o CCS. If more than one biomass to hydrogen technology is modelled, modellers should report fixed O&M costs for each represented biomass to hydrogen technology by adding variables OM Cost|Fixed|Hydrogen|Biomass|w/o CCS|2, ... OM Cost|Fixed|Hydrogen|Biomass|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Hydrogen|Biomass|w/o CC|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (hydrogen);OM Cost|Fixed|Hydrogen|Coal|w/ CCS;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new coal to hydrogen plant with CCS. If more than one CCS coal to hydrogen technology is modelled, modellers should report fixed O&M costs for each represented CCS coal to hydrogen technology by adding variables OM Cost|Fixed|Hydrogen|Coal|w/ CCS|2, ... OM Cost|Fixed|Hydrogen|Coal|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Hydrogen|Coal|w/ CC|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
2;energy (hydrogen);OM Cost|Fixed|Hydrogen|Coal|w/o CCS;EUR2020/kW/yr;Annual fixed operation & maintainance cost of a new coal to hydrogen plant w/o CCS. If more than one coal to hydrogen technology is modelled, modellers should report fixed O&M costs for each represented coal to hydrogen technology by adding variables OM Cost|Fixed|Hydrogen|Coal|w/o CCS|2, ... OM Cost|Fixed|Hydrogen|Coal|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;Tech|Hydrogen|Coal|w/o CC|OM Cost|fixed;US$2005/kW/yr;1.174;;0;;R
