parent;child;factor
Investment|Energy Supply|Electricity;Investment|Energy Supply|Electricity|Electricity Storage;1

Investment|Energy Supply|Electricity|Biomass;Investment|Energy Supply|Electricity|Biomass|w/ CCS;1
Investment|Energy Supply|Electricity|Biomass;Investment|Energy Supply|Electricity|Biomass|w/o CCS;1

Investment|Energy Supply|Electricity|Coal;Investment|Energy Supply|Electricity|Coal|w/ CCS;1
Investment|Energy Supply|Electricity|Coal;Investment|Energy Supply|Electricity|Coal|w/o CCS;1

Investment|Energy Supply|Electricity|Fossil;Investment|Energy Supply|Electricity|Coal;1
Investment|Energy Supply|Electricity|Fossil;Investment|Energy Supply|Electricity|Gas;1
Investment|Energy Supply|Electricity|Fossil;Investment|Energy Supply|Electricity|Oil;1

Investment|Energy Supply|Electricity|Gas;Investment|Energy Supply|Electricity|Gas|w/ CCS;1
Investment|Energy Supply|Electricity|Gas;Investment|Energy Supply|Electricity|Gas|w/o CCS;1

Investment|Energy Supply|Electricity|Non-Biomass Renewables;Investment|Energy Supply|Electricity|Hydro;1
Investment|Energy Supply|Electricity|Non-Biomass Renewables;Investment|Energy Supply|Electricity|Solar;1
Investment|Energy Supply|Electricity|Non-Biomass Renewables;Investment|Energy Supply|Electricity|Wind;1
Investment|Energy Supply|Electricity|Non-Biomass Renewables;Investment|Energy Supply|Electricity|Geothermal;1
Investment|Energy Supply|Electricity|Non-Biomass Renewables;Investment|Energy Supply|Electricity|Ocean;1

Investment|Energy Supply|Electricity|Oil;Investment|Energy Supply|Electricity|Oil|w/ CCS;1
Investment|Energy Supply|Electricity|Oil;Investment|Energy Supply|Electricity|Oil|w/o CCS;1

Investment|Energy Supply|Hydrogen;Investment|Energy Supply|Hydrogen|Fossil;1
Investment|Energy Supply|Hydrogen;Investment|Energy Supply|Hydrogen|Renewable;1
Investment|Energy Supply|Hydrogen;Investment|Energy Supply|Hydrogen|Other;1

Investment|Energy Supply|Liquids;Investment|Energy Supply|Liquids|Oil;1
Investment|Energy Supply|Liquids;Investment|Energy Supply|Liquids|Coal and Gas;1
Investment|Energy Supply|Liquids;Investment|Energy Supply|Liquids|Biomass;1
Investment|Energy Supply|Liquids;Investment|Energy Supply|Liquids|Hydrogen;1

Investment|Infrastructure;Investment|Infrastructure|Transport;1

Investment|Infrastructure|Water|Distribution;Investment|Infrastructure|Water|Distribution|Urban;1
Investment|Infrastructure|Water|Distribution;Investment|Infrastructure|Water|Distribution|Rural;1

Investment|Infrastructure|Water|Treatment & Recycling;Investment|Infrastructure|Water|Treatment & Recycling|Urban;1
Investment|Infrastructure|Water|Treatment & Recycling;Investment|Infrastructure|Water|Treatment & Recycling|Rural;1

Land Cover;Land Cover|Built-up Area;1
Land Cover;Land Cover|Cropland;1
Land Cover;Land Cover|Forest;1
Land Cover;Land Cover|Pasture;1
Land Cover;Land Cover|Other Arable Land;1
Land Cover;Land Cover|Other Land;1
Land Cover;Land Cover|Protected Area;1
Land Cover;Land Cover|Other Natural Land;1

Land Cover|Cropland;Land Cover|Cropland|Cereals;1
Land Cover|Cropland;Land Cover|Cropland|Energy Crops;1
Land Cover|Cropland;Land Cover|Cropland|Irrigated;1
Land Cover|Cropland;Land Cover|Cropland|Double-cropped;1
Land Cover|Cropland;Land Cover|Cropland|Rainfed;1

Land Cover|Cropland|Energy Crops;Land Cover|Cropland|Energy Crops|Irrigated;1

Land Cover|Forest;Land Cover|Forest|Afforestation and Reforestation;1
Land Cover|Forest;Land Cover|Forest|Managed;1
Land Cover|Forest;Land Cover|Forest|Natural Forest;1

Population;Population|Rural;1
Population;Population|Urban;1

Primary Energy;Primary Energy|Biomass;1
Primary Energy;Primary Energy|Fossil;1
Primary Energy;Primary Energy|Nuclear;1
Primary Energy;Primary Energy|Other;1
Primary Energy;Primary Energy|Non-Biomass Renewables;1
Primary Energy;Primary Energy|Secondary Energy Trade;1

Primary Energy|Fossil;Primary Energy|Coal;1
Primary Energy|Fossil;Primary Energy|Gas;1
Primary Energy|Fossil;Primary Energy|Oil;1

Primary Energy|Non-Biomass Renewables;Primary Energy|Geothermal;1
Primary Energy|Non-Biomass Renewables;Primary Energy|Hydro;1
Primary Energy|Non-Biomass Renewables;Primary Energy|Ocean;1
Primary Energy|Non-Biomass Renewables;Primary Energy|Solar;1
Primary Energy|Non-Biomass Renewables;Primary Energy|Wind;1

Primary Energy|Biomass;Primary Energy|Biomass|Electricity;1
Primary Energy|Biomass;Primary Energy|Biomass|Heat;1
Primary Energy|Biomass;Primary Energy|Biomass|Liquids;1
Primary Energy|Biomass;Primary Energy|Biomass|Solids;1
Primary Energy|Biomass;Primary Energy|Biomass|Gases;1
Primary Energy|Biomass;Primary Energy|Biomass|Hydrogen;1

Primary Energy|Biomass 2;Primary Energy|Biomass|1st Generation;1
Primary Energy|Biomass 2;Primary Energy|Biomass|Energy Crops;1
Primary Energy|Biomass 2;Primary Energy|Biomass|Residues;1

Primary Energy|Biomass 3;Primary Energy|Biomass|w/ CCS;1
Primary Energy|Biomass 3;Primary Energy|Biomass|w/o CCS;1

Primary Energy|Biomass 4;Primary Energy|Biomass|Modern;1
Primary Energy|Biomass 4;Primary Energy|Biomass|Traditional;1

Primary Energy|Biomass|Electricity;Primary Energy|Biomass|Electricity|w/ CCS;1
Primary Energy|Biomass|Electricity;Primary Energy|Biomass|Electricity|w/o CCS;1

Primary Energy|Coal;Primary Energy|Coal|Electricity;1
Primary Energy|Coal;Primary Energy|Coal|Heat;1
Primary Energy|Coal;Primary Energy|Coal|Liquids;1
Primary Energy|Coal;Primary Energy|Coal|Solids;1
Primary Energy|Coal;Primary Energy|Coal|Gases;1
Primary Energy|Coal;Primary Energy|Coal|Hydrogen;1

Primary Energy|Coal 2;Primary Energy|Coal|w/ CCS;1
Primary Energy|Coal 2;Primary Energy|Coal|w/o CCS;1

Primary Energy|Coal|Electricity;Primary Energy|Coal|Electricity|w/ CCS;1
Primary Energy|Coal|Electricity;Primary Energy|Coal|Electricity|w/o CCS;1

Primary Energy|Fossil 2;Primary Energy|Fossil|w/ CCS;1
Primary Energy|Fossil 2;Primary Energy|Fossil|w/o CCS;1

Primary Energy|Gas;Primary Energy|Gas|Electricity;1
Primary Energy|Gas;Primary Energy|Gas|Heat;1
Primary Energy|Gas;Primary Energy|Gas|Liquids;1
Primary Energy|Gas;Primary Energy|Gas|Solids;1
Primary Energy|Gas;Primary Energy|Gas|Gases;1
Primary Energy|Gas;Primary Energy|Gas|Hydrogen;1

Primary Energy|Gas 2;Primary Energy|Gas|w/ CCS;1
Primary Energy|Gas 2;Primary Energy|Gas|w/o CCS;1

Primary Energy|Gas|Electricity;Primary Energy|Gas|Electricity|w/ CCS;1
Primary Energy|Gas|Electricity;Primary Energy|Gas|Electricity|w/o CCS;1

Primary Energy|Oil;Primary Energy|Oil|Electricity;1
Primary Energy|Oil;Primary Energy|Oil|Liquids;1
Primary Energy|Oil;Primary Energy|Oil|Solids;1
Primary Energy|Oil;Primary Energy|Oil|Gases;1
Primary Energy|Oil;Primary Energy|Oil|Hydrogen;1

Primary Energy|Oil 2;Primary Energy|Oil|w/ CCS;1
Primary Energy|Oil 2;Primary Energy|Oil|w/o CCS;1

Primary Energy|Oil|Electricity;Primary Energy|Oil|Electricity|w/ CCS;1
Primary Energy|Oil|Electricity;Primary Energy|Oil|Electricity|w/o CCS;1

Revenue|government;Revenue|government|Tax;1

Secondary Energy;Secondary Energy|Electricity;1
Secondary Energy;Secondary Energy|Gases;1
Secondary Energy;Secondary Energy|Heat;1
Secondary Energy;Secondary Energy|Hydrogen;1
Secondary Energy;Secondary Energy|Liquids;1
Secondary Energy;Secondary Energy|Other Carrier;1
Secondary Energy;Secondary Energy|Solids;1

Secondary Energy|Electricity;Secondary Energy|Electricity|Biomass;1
Secondary Energy|Electricity;Secondary Energy|Electricity|Fossil;1
Secondary Energy|Electricity;Secondary Energy|Electricity|Non-Biomass Renewables;1
Secondary Energy|Electricity;Secondary Energy|Electricity|Nuclear;1
Secondary Energy|Electricity;Secondary Energy|Electricity|Hydrogen;1
# Secondary Energy|Electricity;Secondary Energy|Electricity|Curtailment;1 # energy that is not used
Secondary Energy|Electricity;Secondary Energy|Electricity|Other;1
Secondary Energy|Electricity;Secondary Energy|Electricity|Storage Losses;1
Secondary Energy|Electricity;Secondary Energy|Electricity|Transmission Losses;1

Secondary Energy|Electricity|Fossil;Secondary Energy|Electricity|Coal;1
Secondary Energy|Electricity|Fossil;Secondary Energy|Electricity|Gas;1
Secondary Energy|Electricity|Fossil;Secondary Energy|Electricity|Oil;1

Secondary Energy|Electricity|Non-Biomass Renewables;Secondary Energy|Electricity|Ocean;1
Secondary Energy|Electricity|Non-Biomass Renewables;Secondary Energy|Electricity|Hydro;1
Secondary Energy|Electricity|Non-Biomass Renewables;Secondary Energy|Electricity|Solar;1
Secondary Energy|Electricity|Non-Biomass Renewables;Secondary Energy|Electricity|Wind;1
Secondary Energy|Electricity|Non-Biomass Renewables;Secondary Energy|Electricity|Geothermal;1

Secondary Energy|Electricity|Biomass;Secondary Energy|Electricity|Biomass|w/ CCS;1
Secondary Energy|Electricity|Biomass;Secondary Energy|Electricity|Biomass|w/o CCS;1

Secondary Energy|Electricity|Coal;Secondary Energy|Electricity|Coal|w/ CCS;1
Secondary Energy|Electricity|Coal;Secondary Energy|Electricity|Coal|w/o CCS;1

Secondary Energy|Electricity|Fossil;Secondary Energy|Electricity|Fossil|w/ CCS;1
Secondary Energy|Electricity|Fossil;Secondary Energy|Electricity|Fossil|w/o CCS;1

Secondary Energy|Electricity|Gas;Secondary Energy|Electricity|Gas|w/ CCS;1
Secondary Energy|Electricity|Gas;Secondary Energy|Electricity|Gas|w/o CCS;1

Secondary Energy|Electricity|Oil;Secondary Energy|Electricity|Oil|w/ CCS;1
Secondary Energy|Electricity|Oil;Secondary Energy|Electricity|Oil|w/o CCS;1

Secondary Energy|Electricity|Solar;Secondary Energy|Electricity|Solar|CSP;1
Secondary Energy|Electricity|Solar;Secondary Energy|Electricity|Solar|PV;1

Secondary Energy|Electricity|Wind;Secondary Energy|Electricity|Wind|Offshore;1
Secondary Energy|Electricity|Wind;Secondary Energy|Electricity|Wind|Onshore;1

Secondary Energy|Gases;Secondary Energy|Gases|Biomass;1
Secondary Energy|Gases;Secondary Energy|Gases|Fossil;1
Secondary Energy|Gases;Secondary Energy|Gases|Electricity;1
Secondary Energy|Gases;Secondary Energy|Gases|Other;1

Secondary Energy|Heat;Secondary Energy|Heat|Biomass;1
Secondary Energy|Heat;Secondary Energy|Heat|Coal;1
Secondary Energy|Heat;Secondary Energy|Heat|Gas;1
Secondary Energy|Heat;Secondary Energy|Heat|Geothermal;1
Secondary Energy|Heat;Secondary Energy|Heat|Nuclear;1
Secondary Energy|Heat;Secondary Energy|Heat|Oil;1
Secondary Energy|Heat;Secondary Energy|Heat|Other;1
Secondary Energy|Heat;Secondary Energy|Heat|Solar;1

Secondary Energy|Hydrogen;Secondary Energy|Hydrogen|Biomass;1
Secondary Energy|Hydrogen;Secondary Energy|Hydrogen|Electricity;1
Secondary Energy|Hydrogen;Secondary Energy|Hydrogen|Fossil;1
Secondary Energy|Hydrogen;Secondary Energy|Hydrogen|Nuclear;1
Secondary Energy|Hydrogen;Secondary Energy|Hydrogen|Other;1
Secondary Energy|Hydrogen;Secondary Energy|Hydrogen|Solar;1

Secondary Energy|Hydrogen|Biomass;Secondary Energy|Hydrogen|Biomass|w/ CCS;1
Secondary Energy|Hydrogen|Biomass;Secondary Energy|Hydrogen|Biomass|w/o CCS;1

Secondary Energy|Hydrogen|Coal;Secondary Energy|Hydrogen|Coal|w/ CCS;1
Secondary Energy|Hydrogen|Coal;Secondary Energy|Hydrogen|Coal|w/o CCS;1

Secondary Energy|Hydrogen|Fossil;Secondary Energy|Hydrogen|Coal;1
Secondary Energy|Hydrogen|Fossil;Secondary Energy|Hydrogen|Oil;1
Secondary Energy|Hydrogen|Fossil;Secondary Energy|Hydrogen|Gas;1

Secondary Energy|Hydrogen|Fossil 2;Secondary Energy|Hydrogen|Fossil|w/ CCS;1
Secondary Energy|Hydrogen|Fossil 2;Secondary Energy|Hydrogen|Fossil|w/o CCS;1

Secondary Energy|Hydrogen|Gas;Secondary Energy|Hydrogen|Gas|w/ CCS;1
Secondary Energy|Hydrogen|Gas;Secondary Energy|Hydrogen|Gas|w/o CCS;1

Secondary Energy|Liquids;Secondary Energy|Liquids|Biomass;1
Secondary Energy|Liquids;Secondary Energy|Liquids|Fossil;1
Secondary Energy|Liquids;Secondary Energy|Liquids|Electricity;1
Secondary Energy|Liquids;Secondary Energy|Liquids|Other;1

Secondary Energy|Liquids|Biomass;Secondary Energy|Liquids|Biomass|1st Generation;1
Secondary Energy|Liquids|Biomass;Secondary Energy|Liquids|Biomass|Energy Crops;1
Secondary Energy|Liquids|Biomass;Secondary Energy|Liquids|Biomass|Other;1
Secondary Energy|Liquids|Biomass;Secondary Energy|Liquids|Biomass|Residues;1

Secondary Energy|Liquids|Biomass 2;Secondary Energy|Liquids|Biomass|w/ CCS;1
Secondary Energy|Liquids|Biomass 2;Secondary Energy|Liquids|Biomass|w/o CCS;1

Secondary Energy|Liquids|Coal;Secondary Energy|Liquids|Coal|w/ CCS;1
Secondary Energy|Liquids|Coal;Secondary Energy|Liquids|Coal|w/o CCS;1

Secondary Energy|Liquids|Fossil;Secondary Energy|Liquids|Coal;1
Secondary Energy|Liquids|Fossil;Secondary Energy|Liquids|Gas;1
Secondary Energy|Liquids|Fossil;Secondary Energy|Liquids|Oil;1

Secondary Energy|Liquids|Fossil 2;Secondary Energy|Liquids|Fossil|w/ CCS;1
Secondary Energy|Liquids|Fossil 2;Secondary Energy|Liquids|Fossil|w/o CCS;1

Secondary Energy|Liquids|Gas;Secondary Energy|Liquids|Gas|w/ CCS;1
Secondary Energy|Liquids|Gas;Secondary Energy|Liquids|Gas|w/o CCS;1

Secondary Energy|Solids;Secondary Energy|Solids|Biomass;1
Secondary Energy|Solids;Secondary Energy|Solids|Fossil;1

Total Scrap|Iron and Steel;Total Scrap|Iron and Steel|Residential and Commercial;1
Total Scrap|Iron and Steel;Total Scrap|Iron and Steel|Power Sector;1
Total Scrap|Iron and Steel;Total Scrap|Iron and Steel|Transportation;1
Total Scrap|Iron and Steel;Total Scrap|Iron and Steel|Other;1

Total Scrap|Non-Ferrous Metals;Total Scrap|Non-Ferrous Metals|Residential and Commercial;1
Total Scrap|Non-Ferrous Metals;Total Scrap|Non-Ferrous Metals|Power Sector;1
Total Scrap|Non-Ferrous Metals;Total Scrap|Non-Ferrous Metals|Transportation;1
Total Scrap|Non-Ferrous Metals;Total Scrap|Non-Ferrous Metals|Other;1

Value Added|Industry;Value Added|Industry|Chemicals;1
Value Added|Industry;Value Added|Industry|Iron and Steel;1
Value Added|Industry;Value Added|Industry|Non-Metallic Minerals;1
Value Added|Industry;Value Added|Industry|Pulp and Paper;1
Value Added|Industry;Value Added|Industry|Non-Ferrous metals;1
Value Added|Industry;Value Added|Industry|Other Sector;1

Water Consumption;Water Consumption|Industrial Water;1
Water Consumption;Water Consumption|Municipal Water;1
Water Consumption;Water Consumption|Irrigation;1
Water Consumption;Water Consumption|Livestock;1
Water Consumption;Water Consumption|Electricity;1
Water Consumption;Water Consumption|Extraction;1
Water Consumption;Water Consumption|Gases;1
Water Consumption;Water Consumption|Heat;1
Water Consumption;Water Consumption|Hydrogen;1
Water Consumption;Water Consumption|Liquids;1

Water Consumption|Electricity;Water Consumption|Electricity|Biomass;1
Water Consumption|Electricity;Water Consumption|Electricity|Coal;1


Water Consumption|Electricity;Water Consumption|Electricity|Cooling Pond;1
Water Consumption|Electricity;Water Consumption|Electricity|Dry Cooling;1

Water Consumption|Electricity;Water Consumption|Electricity|Gas;1
Water Consumption|Electricity;Water Consumption|Electricity|Geothermal;1
Water Consumption|Electricity;Water Consumption|Electricity|Hydro;1
Water Consumption|Electricity;Water Consumption|Electricity|Nuclear;1
Water Consumption|Electricity;Water Consumption|Electricity|Oil;1
Water Consumption|Electricity;Water Consumption|Electricity|Solar;1
Water Consumption|Electricity;Water Consumption|Electricity|Wind;1

Water Consumption|Electricity 2;Water Consumption|Electricity|Cooling Pond;1
Water Consumption|Electricity 2;Water Consumption|Electricity|Dry Cooling;1
Water Consumption|Electricity 2;Water Consumption|Electricity|Once Through;1
Water Consumption|Electricity 2;Water Consumption|Electricity|Other;1
Water Consumption|Electricity 2;Water Consumption|Electricity|Sea Cooling;1
Water Consumption|Electricity 2;Water Consumption|Electricity|Wet Tower;1

Water Consumption|Electricity|Biomass;Water Consumption|Electricity|Biomass|w/ CCS;1
Water Consumption|Electricity|Biomass;Water Consumption|Electricity|Biomass|w/o CCS;1

Water Consumption|Electricity|Coal;Water Consumption|Electricity|Coal|w/ CCS;1
Water Consumption|Electricity|Coal;Water Consumption|Electricity|Coal|w/o CCS;1

Water Consumption|Electricity|Fossil;Water Consumption|Electricity|Fossil|w/ CCS;1
Water Consumption|Electricity|Fossil;Water Consumption|Electricity|Fossil|w/o CCS;1

Water Consumption|Electricity|Gas;Water Consumption|Electricity|Gas|w/ CCS;1
Water Consumption|Electricity|Gas;Water Consumption|Electricity|Gas|w/o CCS;1

Water Consumption|Electricity|Oil;Water Consumption|Electricity|Oil|w/ CCS;1
Water Consumption|Electricity|Oil;Water Consumption|Electricity|Oil|w/o CCS;1

Water Consumption|Electricity|Solar;Water Consumption|Electricity|Solar|CSP;1
Water Consumption|Electricity|Solar;Water Consumption|Electricity|Solar|PV;1

Water Consumption|Extraction;Water Consumption|Extraction|Coal;1
Water Consumption|Extraction;Water Consumption|Extraction|Gas;1
Water Consumption|Extraction;Water Consumption|Extraction|Oil;1
Water Consumption|Extraction;Water Consumption|Extraction|Uranium;1

Water Consumption|Gases;Water Consumption|Gases|Biomass;1
Water Consumption|Gases;Water Consumption|Gases|Coal;1
Water Consumption|Gases;Water Consumption|Gases|Gas;1
Water Consumption|Gases;Water Consumption|Gases|Other;1

Water Consumption|Heat;Water Consumption|Heat|Biomass;1
Water Consumption|Heat;Water Consumption|Heat|Coal;1
Water Consumption|Heat;Water Consumption|Heat|Gas;1
Water Consumption|Heat;Water Consumption|Heat|Geothermal;1
Water Consumption|Heat;Water Consumption|Heat|Nuclear;1
Water Consumption|Heat;Water Consumption|Heat|Oil;1
Water Consumption|Heat;Water Consumption|Heat|Other;1
Water Consumption|Heat;Water Consumption|Heat|Solar;1

Water Consumption|Hydrogen;Water Consumption|Hydrogen|Biomass;1
Water Consumption|Hydrogen;Water Consumption|Hydrogen|Coal;1
Water Consumption|Hydrogen;Water Consumption|Hydrogen|Electricity;1
Water Consumption|Hydrogen;Water Consumption|Hydrogen|Gas;1
Water Consumption|Hydrogen;Water Consumption|Hydrogen|Oil;1
Water Consumption|Hydrogen;Water Consumption|Hydrogen|Other;1
Water Consumption|Hydrogen;Water Consumption|Hydrogen|Solar;1

Water Consumption|Hydrogen|Biomass;Water Consumption|Hydrogen|Biomass|w/ CCS;1
Water Consumption|Hydrogen|Biomass;Water Consumption|Hydrogen|Biomass|w/o CCS;1

Water Consumption|Hydrogen|Coal;Water Consumption|Hydrogen|Coal|w/ CCS;1
Water Consumption|Hydrogen|Coal;Water Consumption|Hydrogen|Coal|w/o CCS;1

Water Consumption|Hydrogen|Fossil;Water Consumption|Hydrogen|Fossil|w/ CCS;1
Water Consumption|Hydrogen|Fossil;Water Consumption|Hydrogen|Fossil|w/o CCS;1

Water Consumption|Hydrogen|Gas;Water Consumption|Hydrogen|Gas|w/ CCS;1
Water Consumption|Hydrogen|Gas;Water Consumption|Hydrogen|Gas|w/o CCS;1

Water Consumption|Liquids;Water Consumption|Liquids|Biomass;1
Water Consumption|Liquids;Water Consumption|Liquids|Coal;1
Water Consumption|Liquids;Water Consumption|Liquids|Gas;1
Water Consumption|Liquids;Water Consumption|Liquids|Oil;1

Water Consumption|Liquids|Biomass;Water Consumption|Liquids|Biomass|w/ CCS;1
Water Consumption|Liquids|Biomass;Water Consumption|Liquids|Biomass|w/o CCS;1

Water Consumption|Liquids|Coal;Water Consumption|Liquids|Coal|w/ CCS;1
Water Consumption|Liquids|Coal;Water Consumption|Liquids|Coal|w/o CCS;1

Water Consumption|Liquids|Fossil;Water Consumption|Liquids|Fossil|w/ CCS;1
Water Consumption|Liquids|Fossil;Water Consumption|Liquids|Fossil|w/o CCS;1

Water Consumption|Liquids|Gas;Water Consumption|Liquids|Gas|w/ CCS;1
Water Consumption|Liquids|Gas;Water Consumption|Liquids|Gas|w/o CCS;1

Water Thermal Pollution|Electricity|Biomass;Water Thermal Pollution|Electricity|Biomass|w/ CCS;1
Water Thermal Pollution|Electricity|Biomass;Water Thermal Pollution|Electricity|Biomass|w/o CCS;1

Water Thermal Pollution|Electricity|Coal;Water Thermal Pollution|Electricity|Coal|w/ CCS;1
Water Thermal Pollution|Electricity|Coal;Water Thermal Pollution|Electricity|Coal|w/o CCS;1

Water Thermal Pollution|Electricity|Fossil;Water Thermal Pollution|Electricity|Fossil|w/ CCS;1
Water Thermal Pollution|Electricity|Fossil;Water Thermal Pollution|Electricity|Fossil|w/o CCS;1

Water Thermal Pollution|Electricity|Gas;Water Thermal Pollution|Electricity|Gas|w/ CCS;1
Water Thermal Pollution|Electricity|Gas;Water Thermal Pollution|Electricity|Gas|w/o CCS;1

Water Thermal Pollution|Electricity|Oil;Water Thermal Pollution|Electricity|Oil|w/ CCS;1
Water Thermal Pollution|Electricity|Oil;Water Thermal Pollution|Electricity|Oil|w/o CCS;1

Water Thermal Pollution|Electricity|Solar;Water Thermal Pollution|Electricity|Solar|CSP;1

Water Withdrawal;Water Withdrawal|Industrial Water;1
Water Withdrawal;Water Withdrawal|Municipal Water;1

Water Withdrawal 2;Water Withdrawal|Irrigation;1
Water Withdrawal 2;Water Withdrawal|Livestock;1
Water Withdrawal 2;Water Withdrawal|Electricity;1
Water Withdrawal 2;Water Withdrawal|Extraction;1

Water Withdrawal 3;Water Withdrawal|Gases;1
Water Withdrawal 3;Water Withdrawal|Heat;1
Water Withdrawal 3;Water Withdrawal|Hydrogen;1
Water Withdrawal 3;Water Withdrawal|Liquids;1

Water Withdrawal|Electricity;Water Withdrawal|Electricity|Biomass;1
Water Withdrawal|Electricity;Water Withdrawal|Electricity|Coal;1
Water Withdrawal|Electricity;Water Withdrawal|Electricity|Gas;1
Water Withdrawal|Electricity;Water Withdrawal|Electricity|Geothermal;1
Water Withdrawal|Electricity;Water Withdrawal|Electricity|Hydro;1
Water Withdrawal|Electricity;Water Withdrawal|Electricity|Nuclear;1
Water Withdrawal|Electricity;Water Withdrawal|Electricity|Ocean;1
Water Withdrawal|Electricity;Water Withdrawal|Electricity|Oil;1
Water Withdrawal|Electricity;Water Withdrawal|Electricity|Solar;1
Water Withdrawal|Electricity;Water Withdrawal|Electricity|Wind;1

Water Withdrawal|Electricity 2;Water Withdrawal|Electricity|Cooling Pond;1
Water Withdrawal|Electricity 2;Water Withdrawal|Electricity|Dry Cooling;1
Water Withdrawal|Electricity 2;Water Withdrawal|Electricity|Once Through;1
Water Withdrawal|Electricity 2;Water Withdrawal|Electricity|Other;1
Water Withdrawal|Electricity 2;Water Withdrawal|Electricity|Sea Cooling;1
Water Withdrawal|Electricity 2;Water Withdrawal|Electricity|Wet Tower;1

Water Withdrawal|Electricity|Biomass;Water Withdrawal|Electricity|Biomass|w/ CCS;1
Water Withdrawal|Electricity|Biomass;Water Withdrawal|Electricity|Biomass|w/o CCS;1

Water Withdrawal|Electricity|Coal;Water Withdrawal|Electricity|Coal|w/ CCS;1
Water Withdrawal|Electricity|Coal;Water Withdrawal|Electricity|Coal|w/o CCS;1

Water Withdrawal|Electricity|Fossil;Water Withdrawal|Electricity|Fossil|w/ CCS;1
Water Withdrawal|Electricity|Fossil;Water Withdrawal|Electricity|Fossil|w/o CCS;1

Water Withdrawal|Electricity|Gas;Water Withdrawal|Electricity|Gas|w/ CCS;1
Water Withdrawal|Electricity|Gas;Water Withdrawal|Electricity|Gas|w/o CCS;1

Water Withdrawal|Electricity|Oil;Water Withdrawal|Electricity|Oil|w/ CCS;1
Water Withdrawal|Electricity|Oil;Water Withdrawal|Electricity|Oil|w/o CCS;1

Water Withdrawal|Electricity|Solar;Water Withdrawal|Electricity|Solar|CSP;1
Water Withdrawal|Electricity|Solar;Water Withdrawal|Electricity|Solar|PV;1

Water Withdrawal|Extraction;Water Withdrawal|Extraction|Coal;1
Water Withdrawal|Extraction;Water Withdrawal|Extraction|Gas;1
Water Withdrawal|Extraction;Water Withdrawal|Extraction|Oil;1
Water Withdrawal|Extraction;Water Withdrawal|Extraction|Uranium;1

Water Withdrawal|Gases;Water Withdrawal|Gases|Biomass;1
Water Withdrawal|Gases;Water Withdrawal|Gases|Coal;1
Water Withdrawal|Gases;Water Withdrawal|Gases|Gas;1
Water Withdrawal|Gases;Water Withdrawal|Gases|Other;1

Water Withdrawal|Heat;Water Withdrawal|Heat|Biomass;1
Water Withdrawal|Heat;Water Withdrawal|Heat|Coal;1
Water Withdrawal|Heat;Water Withdrawal|Heat|Gas;1
Water Withdrawal|Heat;Water Withdrawal|Heat|Geothermal;1
Water Withdrawal|Heat;Water Withdrawal|Heat|Nuclear;1
Water Withdrawal|Heat;Water Withdrawal|Heat|Oil;1
Water Withdrawal|Heat;Water Withdrawal|Heat|Other;1
Water Withdrawal|Heat;Water Withdrawal|Heat|Solar;1

Water Withdrawal|Hydrogen;Water Withdrawal|Hydrogen|Biomass;1
Water Withdrawal|Hydrogen;Water Withdrawal|Hydrogen|Coal;1
Water Withdrawal|Hydrogen;Water Withdrawal|Hydrogen|Electricity;1
Water Withdrawal|Hydrogen;Water Withdrawal|Hydrogen|Gas;1
Water Withdrawal|Hydrogen;Water Withdrawal|Hydrogen|Oil;1
Water Withdrawal|Hydrogen;Water Withdrawal|Hydrogen|Other;1
Water Withdrawal|Hydrogen;Water Withdrawal|Hydrogen|Solar;1

Water Withdrawal|Hydrogen|Biomass;Water Withdrawal|Hydrogen|Biomass|w/ CCS;1
Water Withdrawal|Hydrogen|Biomass;Water Withdrawal|Hydrogen|Biomass|w/o CCS;1

Water Withdrawal|Hydrogen|Coal;Water Withdrawal|Hydrogen|Coal|w/ CCS;1
Water Withdrawal|Hydrogen|Coal;Water Withdrawal|Hydrogen|Coal|w/o CCS;1

Water Withdrawal|Hydrogen|Fossil;Water Withdrawal|Hydrogen|Fossil|w/ CCS;1
Water Withdrawal|Hydrogen|Fossil;Water Withdrawal|Hydrogen|Fossil|w/o CCS;1

Water Withdrawal|Hydrogen|Gas;Water Withdrawal|Hydrogen|Gas|w/ CCS;1
Water Withdrawal|Hydrogen|Gas;Water Withdrawal|Hydrogen|Gas|w/o CCS;1

Water Withdrawal|Liquids;Water Withdrawal|Liquids|Biomass;1
Water Withdrawal|Liquids;Water Withdrawal|Liquids|Coal;1
Water Withdrawal|Liquids;Water Withdrawal|Liquids|Gas;1
Water Withdrawal|Liquids;Water Withdrawal|Liquids|Oil;1

Water Withdrawal|Liquids|Biomass;Water Withdrawal|Liquids|Biomass|w/ CCS;1
Water Withdrawal|Liquids|Biomass;Water Withdrawal|Liquids|Biomass|w/o CCS;1

Water Withdrawal|Liquids|Coal;Water Withdrawal|Liquids|Coal|w/ CCS;1
Water Withdrawal|Liquids|Coal;Water Withdrawal|Liquids|Coal|w/o CCS;1

Water Withdrawal|Liquids|Fossil;Water Withdrawal|Liquids|Fossil|w/ CCS;1
