idx;tier;category;variable;unit;piam_variable;piam_unit;piam_factor;internal_comment;comment;description;source
1503;0;techno-economic;Lifetime|Gases|Coal|w/o CCS;years;Tech|Gases|Fossil|Coal|w/o CC|Lifetime;years;;;;Lifetime of a new coal to gas plant w/o CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Gases|Coal|w/o CCS|2, ... Lifetime|Gases|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1504;0;techno-economic;Lifetime|Hydrogen|Biomass|w/ CCS;years;Tech|Hydrogen|Biomass|w/ CC|Lifetime;years;;;;Lifetime of a new biomass to hydrogen plant with CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Biomass|w/ CCS|2, ... Lifetime|Hydrogen|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1505;0;techno-economic;Lifetime|Hydrogen|Biomass|w/o CCS;years;Tech|Hydrogen|Biomass|w/o CC|Lifetime;years;;;;Lifetime of a new biomass to hydrogen plant w/o CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Biomass|w/o CCS|2, ... Lifetime|Hydrogen|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1506;0;techno-economic;Lifetime|Hydrogen|Coal|w/ CCS;years;Tech|Hydrogen|Coal|w/ CC|Lifetime;years;;;;Lifetime of a new coal to hydrogen plant with CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Coal|w/ CCS|2, ... Lifetime|Hydrogen|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1507;0;techno-economic;Lifetime|Hydrogen|Coal|w/o CCS;years;Tech|Hydrogen|Coal|w/o CC|Lifetime;years;;;;Lifetime of a new coal to hydrogen plant w/o CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Coal|w/o CCS|2, ... Lifetime|Hydrogen|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1508;0;techno-economic;Lifetime|Hydrogen|Electricity;years;Tech|Hydrogen|Electricity|Lifetime;years;;;;Lifetime of a new hydrogen-by-electrolysis plant. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Electricity|w/ CCS|2, ... Lifetime|Hydrogen|Electricity|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1509;0;techno-economic;Lifetime|Hydrogen|Gas|w/ CCS;years;Tech|Hydrogen|Gas|w/ CC|Lifetime;years;;;;Lifetime of a new gas to hydrogen plant with CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Gas|w/ CCS|2, ... Lifetime|Hydrogen|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1510;0;techno-economic;Lifetime|Hydrogen|Gas|w/o CCS;years;Tech|Hydrogen|Gas|w/o CC|Lifetime;years;;;;Lifetime of a new gas to hydrogen plant w/o CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Hydrogen|Gas|w/o CCS|2, ... Lifetime|Hydrogen|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1511;0;techno-economic;Lifetime|Liquids|Biomass|w/ CCS;years;Tech|Liquids|Biomass|BioFTR|w/ CC|Lifetime;years;;;;Lifetime of a new biomass to liquids plant with CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Biomass|w/ CCS|2, ... Lifetime|Liquids|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1512;0;techno-economic;Lifetime|Liquids|Biomass|w/o CCS;years;Tech|Liquids|Biomass|BioFTR|w/o CC|Lifetime;years;;;;Lifetime of a new biomass to liquids plant w/o CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Biomass|w/o CCS|2, ... Lifetime|Liquids|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1513;0;techno-economic;Lifetime|Liquids|Coal|w/ CCS;years;Tech|Liquids|Fossil|Coal|w/ CC|Lifetime;years;;;;Lifetime of a new coal to liquids plant with CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Coal|w/ CCS|2, ... Lifetime|Liquids|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1514;0;techno-economic;Lifetime|Liquids|Coal|w/o CCS;years;Tech|Liquids|Fossil|Coal|w/o CC|Lifetime;years;;;;Lifetime of a new coal to liquids plant w/o CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Coal|w/o CCS|2, ... Lifetime|Liquids|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1515;0;techno-economic;Lifetime|Liquids|Gas|w/ CCS;years;;;;;;Lifetime of a new gas to liquids plant with CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Gas|w/ CCS|2, ... Lifetime|Liquids|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;
1516;0;techno-economic;Lifetime|Liquids|Gas|w/o CCS;years;;;;;;Lifetime of a new gas to liquids plant w/o CCS. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Gas|w/o CCS|2, ... Lifetime|Liquids|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;
1517;0;techno-economic;Lifetime|Liquids|Oil;years;Tech|Liquids|Fossil|Oil|Lifetime;years;;;;Lifetime of a new oil refining plant. Lifetime should be calculated by summing all vintages of a capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation. The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Liquids|Oil|w/ CCS|2, ... Lifetime|Liquids|Oil|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1518;0;techno-economic;OM Cost|Fixed|Electricity|Biomass|w/ CCS;US$2010/kW/yr;Tech|Electricity|Biomass|Gasification Combined Cycle w/ CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new biomass power plant with CCS. If more than one CCS biomass power technology is modelled, modellers should report fixed O&M costs for each represented CCS biomass power technology by adding variables OM Cost|Fixed|Electricity|Biomass|w/ CCS|2, ... OM Cost|Fixed|Electricity|Biomass|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1519;0;techno-economic;OM Cost|Fixed|Electricity|Biomass|w/o CCS;US$2010/kW/yr;Tech|Electricity|Biomass|Combined Heat and Power w/o CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new biomass power plant w/o CCS. If more than one biomass power technology is modelled, modellers should report fixed O&M costs for each represented biomass power technology by adding variables OM Cost|Fixed|Electricity|Biomass|w/o CCS|2, ... OM Cost|Fixed|Electricity|Biomass|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1520;0;techno-economic;OM Cost|Fixed|Electricity|Coal|w/ CCS;US$2010/kW/yr;Tech|Electricity|Coal|Gasification Combined Cycle w/ CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new coal power plant with CCS. If more than one CCS coal power technology is modelled (e.g. subcritical PC with post-combustion capture, supercritical PC with post-combustion capture, supercritical PC with oxyfuel combustion and capture, IGCC with pre-combustion capture), modellers should report fixed O&M costs for each represented CCS coal power technology by adding variables OM Cost|Fixed|Electricity|Coal|w/ CCS|2, ... OM Cost|Fixed|Electricity|Coal|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1521;0;techno-economic;OM Cost|Fixed|Electricity|Coal|w/o CCS;US$2010/kW/yr;Tech|Electricity|Coal|Pulverised Coal w/o CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new coal power plant w/o CCS. If more than one coal power technology is modelled (e.g. subcritical PC, supercritical PC, IGCC), modellers should report fixed O&M costs for each represented coal power technology by adding variables OM Cost|Fixed|Electricity|Coal|w/o CCS|2, ... OM Cost|Fixed|Electricity|Coal|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1522;0;techno-economic;OM Cost|Fixed|Electricity|Gas|w/ CCS;US$2010/kW/yr;Tech|Electricity|Gas|Combined Cycle w/ CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new gas power plant with CCS. If more than one CCS gas power technology is modelled, modellers should report fixed O&M costs for each represented CCS gas power technology by adding variables OM Cost|Fixed|Electricity|Gas|w/ CCS|2, ... OM Cost|Fixed|Electricity|Gas|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1523;0;techno-economic;OM Cost|Fixed|Electricity|Gas|w/o CCS;US$2010/kW/yr;Tech|Electricity|Gas|Combined Heat and Power w/o CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new gas power plant w/o CCS. If more than one gas power technology is modelled, modellers should report fixed O&M costs for each represented gas power technology by adding variables OM Cost|Fixed|Electricity|Gas|w/o CCS|2, ... OM Cost|Fixed|Electricity|Gas|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1524;0;techno-economic;OM Cost|Fixed|Electricity|Hydro;US$2010/kW/yr;Tech|Electricity|Hydro|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new hydropower plant. If more than one hydropower technology is modelled, modellers should report fixed O&M costs for each represented hydropower technology by adding variables OM Cost|Fixed|Electricity|Hydro|2, ... OM Cost|Fixed|Electricity|Hydro|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1525;0;techno-economic;OM Cost|Fixed|Electricity|Nuclear;US$2010/kW/yr;Tech|Electricity|Nuclear|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new nuclear power plants. If more than one nuclear power plant technology is modelled (e.g., Gen II, III, IV, LWR, thermal reactors with other moderator materials, fast breeders), modellers should report fixed O&M costs for each represented nuclear power technology by adding variables OM Cost|Fixed|Electricity|Nuclear|2, ... Capital|Cost|Electricity|Nuclear|N (with N = number of represented nuclear power technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1526;0;techno-economic;OM Cost|Fixed|Electricity|Geothermal;US$2010/kW/yr;Tech|Electricity|Geothermal|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new geothermal power plants. If more than one geothermal power plant technology is modelled (e.g., hydrothermal, hard dry rock), modellers should report fixed O&M costs for each represented geothermal power technology by adding variables OM Cost|Fixed|Electricity|Geothermal|2, ... Capital|Cost|Electricity|Geothermal|N (with N = number of represented geothermal power technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1527;0;techno-economic;OM Cost|Fixed|Electricity|Solar|CSP;US$2010/kW/yr;Tech|Electricity|Solar|PV|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new concentrated solar power plant. If more than one CSP technology is modelled (e.g., parabolic trough, solar power tower), modellers should report fixed O&M costs for each represented CSP technology by adding variables OM Cost|Fixed|Electricity|Solar|CSP|2, ... Capital|Cost|Electricity|Solar|CSP|N (with N = number of represented CSP technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1528;0;techno-economic;OM Cost|Fixed|Electricity|Solar|PV;US$2010/kW/yr;Tech|Electricity|Solar|CSP|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new solar PV units. If more than one PV technology is modelled (e.g., centralized PV plant, distributed (rooftop) PV, crystalline SI PV, thin-film PV), modellers should report fixed O&M costs for each represented PV technology by adding variables OM Cost|Fixed|Electricity|Solar|PV|2, ... Capital|Cost|Electricity|Solar|PV|N (with N = number of represented PV technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1529;0;techno-economic;OM Cost|Fixed|Electricity|Wind;US$2010/kW/yr;;;;;;Annual fixed operation & maintainance cost of a new wind power plants. This variable should only be filled, if wind power is not separated into onshore and offshore. If more than one wind power technology is modelled (e.g., wind power units with different hub height and capacity), modellers should report fixed O&M costs for each represented wind power technology by adding variables OM Cost|Fixed|Electricity|Wind|2, ... Capital|Cost|Electricity|Wind|N (with N = number of represented wind power technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;
1530;0;techno-economic;OM Cost|Fixed|Electricity|Wind|Offshore;US$2010/kW/yr;Tech|Electricity|Wind|Offshore|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new offshore wind power plants. This variable should only be filled, if wind power is separated into onshore and offshore. If more than one offshore wind power technology is modelled (e.g., wind power units with different hub height and capacity), modellers should report fixed O&M costs for each represented wind power technology by adding variables OM Cost|Fixed|Electricity|Wind|Offshore|2, ... Capital|Cost|Electricity|Wind|Offshore|N (with N = number of represented offshore wind power technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1531;0;techno-economic;OM Cost|Fixed|Electricity|Wind|Onshore;US$2010/kW/yr;Tech|Electricity|Wind|Onshore|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new onshore wind power plants. This variable should only be filled, if wind power is separated into onshore and offshore. If more than one onshore wind power technology is modelled (e.g., wind power units with different hub height and capacity), modellers should report fixed O&M costs for each represented wind power technology by adding variables OM Cost|Fixed|Electricity|Wind|Onshore|2, ... Capital|Cost|Electricity|Wind|Onshore|N (with N = number of represented onshore wind power technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1532;0;techno-economic;OM Cost|Fixed|Gases|Biomass|w/ CCS;US$2010/kW/yr;;;;;;Annual fixed operation & maintainance cost of a new biomass to gas plant with CCS. If more than one CCS biomass to gas technology is modelled, modellers should report fixed O&M costs for each represented CCS biomass to gas technology by adding variables OM Cost|Fixed|Gases|Biomass|w/ CCS|2, ... OM Cost|Fixed|Gases|Biomass|w/ CCS|N (with N = number of represented technologies). (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;
1533;0;techno-economic;OM Cost|Fixed|Gases|Biomass|w/o CCS;US$2010/kW/yr;Tech|Gases|Biomass|w/o CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new biomass to gas plant w/o CCS. If more than one biomass to gas technology is modelled, modellers should report fixed O&M costs for each represented biomass to gas technology by adding variables OM Cost|Fixed|Gases|Biomass|w/o CCS|2, ... OM Cost|Fixed|Gases|Biomass|w/o CCS|N (with N = number of represented technologies). (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1534;0;techno-economic;OM Cost|Fixed|Gases|Coal|w/ CCS;US$2010/kW/yr;;;;;;Annual fixed operation & maintainance cost of a new coal to gas plant with CCS. If more than one CCS coal to gas technology is modelled, modellers should report fixed O&M costs for each represented CCS coal to gas technology by adding variables OM Cost|Fixed|Gases|Coal|w/ CCS|2, ... OM Cost|Fixed|Gases|Coal|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;
1535;0;techno-economic;OM Cost|Fixed|Gases|Coal|w/o CCS;US$2010/kW/yr;Tech|Gases|Fossil|Coal|w/o CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new coal to gas plant w/o CCS. If more than one coal to gas technology is modelled, modellers should report fixed O&M costs for each represented coal to gas technology by adding variables OM Cost|Fixed|Gases|Coal|w/o CCS|2, ... OM Cost|Fixed|Gases|Coal|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1536;0;techno-economic;OM Cost|Fixed|Hydrogen|Biomass|w/ CCS;US$2010/kW/yr;Tech|Hydrogen|Biomass|w/ CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new biomass to hydrogen plant with CCS. If more than one CCS biomass to hydrogen technology is modelled, modellers should report fixed O&M costs for each represented CCS biomass to hydrogen technology by adding variables OM Cost|Fixed|Hydrogen|Biomass|w/ CCS|2, ... OM Cost|Fixed|Hydrogen|Biomass|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1537;0;techno-economic;OM Cost|Fixed|Hydrogen|Biomass|w/o CCS;US$2010/kW/yr;Tech|Hydrogen|Biomass|w/o CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new biomass to hydrogen plant w/o CCS. If more than one biomass to hydrogen technology is modelled, modellers should report fixed O&M costs for each represented biomass to hydrogen technology by adding variables OM Cost|Fixed|Hydrogen|Biomass|w/o CCS|2, ... OM Cost|Fixed|Hydrogen|Biomass|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1538;0;techno-economic;OM Cost|Fixed|Hydrogen|Coal|w/ CCS;US$2010/kW/yr;Tech|Hydrogen|Coal|w/ CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new coal to hydrogen plant with CCS. If more than one CCS coal to hydrogen technology is modelled, modellers should report fixed O&M costs for each represented CCS coal to hydrogen technology by adding variables OM Cost|Fixed|Hydrogen|Coal|w/ CCS|2, ... OM Cost|Fixed|Hydrogen|Coal|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1539;0;techno-economic;OM Cost|Fixed|Hydrogen|Coal|w/o CCS;US$2010/kW/yr;Tech|Hydrogen|Coal|w/o CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new coal to hydrogen plant w/o CCS. If more than one coal to hydrogen technology is modelled, modellers should report fixed O&M costs for each represented coal to hydrogen technology by adding variables OM Cost|Fixed|Hydrogen|Coal|w/o CCS|2, ... OM Cost|Fixed|Hydrogen|Coal|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1540;0;techno-economic;OM Cost|Fixed|Hydrogen|Electricity;US$2010/kW/yr;Tech|Hydrogen|Electricity|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new hydrogen-by-electrolysis plant. If more than hydrogen-by-electrolysis technology is modelled, modellers should report fixed O&M costs for each represented hydrogen-by-electrolysis technology by adding variables OM Cost|Fixed|Hydrogen|Electricity|2, ... OM Cost|Fixed|Hydrogen|Electricity|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1541;0;techno-economic;OM Cost|Fixed|Hydrogen|Gas|w/ CCS;US$2010/kW/yr;Tech|Hydrogen|Gas|w/ CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new gas to hydrogen plant with CCS. If more than one CCS gas to hydrogen technology is modelled, modellers should report fixed O&M costs for each represented CCS gas to hydrogen technology by adding variables OM Cost|Fixed|Hydrogen|Gas|w/ CCS|2, ... OM Cost|Fixed|Hydrogen|Gas|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1542;0;techno-economic;OM Cost|Fixed|Hydrogen|Gas|w/o CCS;US$2010/kW/yr;Tech|Hydrogen|Gas|w/o CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new gas to hydrogen plant w/o CCS. If more than one gas to hydrogen technology is modelled, modellers should report fixed O&M costs for each represented gas to hydrogen technology by adding variables OM Cost|Fixed|Hydrogen|Gas|w/o CCS|2, ... OM Cost|Fixed|Hydrogen|Gas|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1543;0;techno-economic;OM Cost|Fixed|Liquids|Biomass|w/ CCS;US$2010/kW/yr;Tech|Liquids|Biomass|BioFTR|w/ CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new biomass to liquids plant with CCS. If more than one CCS BTL technology is modelled, modellers should report fixed O&M costs for each represented CCS BTL technology by adding variables OM Cost|Fixed|Liquids|Biomass|w/ CCS|2, ... OM Cost|Fixed|Liquids|Biomass|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1544;0;techno-economic;OM Cost|Fixed|Liquids|Biomass|w/o CCS;US$2010/kW/yr;Tech|Liquids|Biomass|BioFTR|w/o CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new biomass to liquids plant w/o CCS. If more than one BTL technology is modelled, modellers should report fixed O&M costs for each represented BTL technology by adding variables OM Cost|Fixed|Liquids|Biomass|w/o CCS|2, ... OM Cost|Fixed|Liquids|Biomass|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1545;0;techno-economic;OM Cost|Fixed|Liquids|Coal|w/ CCS;US$2010/kW/yr;Tech|Liquids|Fossil|Coal|w/ CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new coal to liquids plant with CCS. If more than one CCS CTL technology is modelled, modellers should report fixed O&M costs for each represented CCS CTL technology by adding variables OM Cost|Fixed|Liquids|Coal|w/ CCS|2, ... OM Cost|Fixed|Liquids|Coal|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1546;0;techno-economic;OM Cost|Fixed|Liquids|Coal|w/o CCS;US$2010/kW/yr;Tech|Liquids|Fossil|Coal|w/o CC|OM Cost|fixed;US$2017/kW/yr;0.9096;;;Annual fixed operation & maintainance cost of a new coal to liquids plant w/o CCS. If more than one CTL technology is modelled, modellers should report fixed O&M costs for each represented CTL technology by adding variables OM Cost|Fixed|Liquids|Coal|w/o CCS|2, ... OM Cost|Fixed|Liquids|Coal|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;R
1547;0;techno-economic;OM Cost|Fixed|Liquids|Gas|w/ CCS;US$2010/kW/yr;;;;;;Annual fixed operation & maintainance cost of a new gas to liquids plant with CCS. If more than one CCS GTL technology is modelled, modellers should report fixed O&M costs for each represented CCS GTL technology by adding variables OM Cost|Fixed|Liquids|Gas|w/ CCS|2, ... OM Cost|Fixed|Liquids|Gas|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;
1548;0;techno-economic;OM Cost|Fixed|Liquids|Gas|w/o CCS;US$2010/kW/yr;;;;;;Annual fixed operation & maintainance cost of a new gas to liquids plant w/o CCS. If more than one GTL technology is modelled, modellers should report fixed O&M costs for each represented GTL technology by adding variables OM Cost|Fixed|Liquids|Gas|w/o CCS|2, ... OM Cost|Fixed|Liquids|Gas|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;
